England and Wales,Religion,Sex,Age Code,Age,Ethnic group,Observation
England and Wales,Hindu,Male,25,Aged 25 years,"Asian, Asian British or Asian Welsh",6532
England and Wales,Hindu,Male,25,Aged 25 years,"Black, Black British, Black Welsh, Caribbean or African",7
England and Wales,Hindu,Male,25,Aged 25 years,Mixed or Multiple ethnic groups,49
England and Wales,Hindu,Male,25,Aged 25 years,White,36
England and Wales,Hindu,Male,25,Aged 25 years,Other ethnic group,247
England and Wales,Hindu,Male,26,Aged 26 years,Does not apply,0
England and Wales,Hindu,Male,26,Aged 26 years,"Asian, Asian British or Asian Welsh",6092
England and Wales,Hindu,Male,26,Aged 26 years,"Black, Black British, Black Welsh, Caribbean or African",6
England and Wales,Hindu,Male,26,Aged 26 years,Mixed or Multiple ethnic groups,49
England and Wales,Hindu,Male,26,Aged 26 years,White,40
England and Wales,Hindu,Male,26,Aged 26 years,Other ethnic group,214
England and Wales,Hindu,Male,27,Aged 27 years,Does not apply,0
England and Wales,Hindu,Male,27,Aged 27 years,"Asian, Asian British or Asian Welsh",5899
England and Wales,Hindu,Male,27,Aged 27 years,"Black, Black British, Black Welsh, Caribbean or African",10
England and Wales,Hindu,Male,27,Aged 27 years,Mixed or Multiple ethnic groups,45
England and Wales,Hindu,Male,27,Aged 27 years,White,48
England and Wales,Hindu,Male,27,Aged 27 years,Other ethnic group,283
England and Wales,Hindu,Male,28,Aged 28 years,Does not apply,0
England and Wales,Hindu,Male,28,Aged 28 years,"Asian, Asian British or Asian Welsh",5813
England and Wales,Hindu,Male,28,Aged 28 years,"Black, Black British, Black Welsh, Caribbean or African",8
England and Wales,Hindu,Male,28,Aged 28 years,Mixed or Multiple ethnic groups,39
England and Wales,Hindu,Male,28,Aged 28 years,White,45
England and Wales,Hindu,Male,28,Aged 28 years,Other ethnic group,254
England and Wales,Hindu,Male,29,Aged 29 years,Does not apply,0
England and Wales,Hindu,Male,29,Aged 29 years,"Asian, Asian British or Asian Welsh",6164
England and Wales,Hindu,Male,29,Aged 29 years,"Black, Black British, Black Welsh, Caribbean or African",10
England and Wales,Hindu,Male,29,Aged 29 years,Mixed or Multiple ethnic groups,33
England and Wales,Hindu,Male,29,Aged 29 years,White,59
England and Wales,Hindu,Male,29,Aged 29 years,Other ethnic group,279
England and Wales,Hindu,Male,30,Aged 30 years,Does not apply,0
England and Wales,Hindu,Male,30,Aged 30 years,"Asian, Asian British or Asian Welsh",6887
England and Wales,Hindu,Male,30,Aged 30 years,"Black, Black British, Black Welsh, Caribbean or African",20
England and Wales,Hindu,Male,30,Aged 30 years,Mixed or Multiple ethnic groups,44
England and Wales,Hindu,Male,30,Aged 30 years,White,70
England and Wales,Hindu,Male,30,Aged 30 years,Other ethnic group,272
England and Wales,Hindu,Male,31,Aged 31 years,Does not apply,0
England and Wales,Hindu,Male,31,Aged 31 years,"Asian, Asian British or Asian Welsh",7565
England and Wales,Hindu,Male,31,Aged 31 years,"Black, Black British, Black Welsh, Caribbean or African",3
England and Wales,Hindu,Male,31,Aged 31 years,Mixed or Multiple ethnic groups,32
England and Wales,Hindu,Male,31,Aged 31 years,White,50
England and Wales,Hindu,Male,31,Aged 31 years,Other ethnic group,324
England and Wales,Hindu,Male,32,Aged 32 years,Does not apply,0
England and Wales,Hindu,Male,32,Aged 32 years,"Asian, Asian British or Asian Welsh",8125
England and Wales,Hindu,Male,32,Aged 32 years,"Black, Black British, Black Welsh, Caribbean or African",6
England and Wales,Hindu,Male,32,Aged 32 years,Mixed or Multiple ethnic groups,46
England and Wales,Hindu,Male,32,Aged 32 years,White,64
England and Wales,Hindu,Male,32,Aged 32 years,Other ethnic group,287
England and Wales,Hindu,Male,33,Aged 33 years,Does not apply,0
England and Wales,Hindu,Male,33,Aged 33 years,"Asian, Asian British or Asian Welsh",9032
England and Wales,Hindu,Male,33,Aged 33 years,"Black, Black British, Black Welsh, Caribbean or African",11
England and Wales,Hindu,Male,33,Aged 33 years,Mixed or Multiple ethnic groups,43
England and Wales,Hindu,Male,33,Aged 33 years,White,70
England and Wales,Hindu,Male,33,Aged 33 years,Other ethnic group,305
England and Wales,Hindu,Male,34,Aged 34 years,Does not apply,0
England and Wales,Hindu,Male,34,Aged 34 years,"Asian, Asian British or Asian Welsh",9390
England and Wales,Hindu,Male,34,Aged 34 years,"Black, Black British, Black Welsh, Caribbean or African",5
England and Wales,Hindu,Male,34,Aged 34 years,Mixed or Multiple ethnic groups,38
England and Wales,Hindu,Male,34,Aged 34 years,White,42
England and Wales,Hindu,Male,34,Aged 34 years,Other ethnic group,309
England and Wales,Hindu,Male,35,Aged 35 years,Does not apply,0
England and Wales,Hindu,Male,35,Aged 35 years,"Asian, Asian British or Asian Welsh",10075
England and Wales,Hindu,Male,35,Aged 35 years,"Black, Black British, Black Welsh, Caribbean or African",7
England and Wales,Hindu,Male,35,Aged 35 years,Mixed or Multiple ethnic groups,28
England and Wales,Hindu,Male,35,Aged 35 years,White,75
England and Wales,Hindu,Male,35,Aged 35 years,Other ethnic group,348
England and Wales,Hindu,Male,36,Aged 36 years,Does not apply,0
England and Wales,Hindu,Male,36,Aged 36 years,"Asian, Asian British or Asian Welsh",10448
England and Wales,Hindu,Male,36,Aged 36 years,"Black, Black British, Black Welsh, Caribbean or African",10
England and Wales,Hindu,Male,36,Aged 36 years,Mixed or Multiple ethnic groups,34
England and Wales,Hindu,Male,36,Aged 36 years,White,53
England and Wales,Hindu,Male,36,Aged 36 years,Other ethnic group,355
England and Wales,Hindu,Male,37,Aged 37 years,Does not apply,0
England and Wales,Hindu,Male,37,Aged 37 years,"Asian, Asian British or Asian Welsh",10641
England and Wales,Hindu,Male,37,Aged 37 years,"Black, Black British, Black Welsh, Caribbean or African",14
England and Wales,Hindu,Male,37,Aged 37 years,Mixed or Multiple ethnic groups,32
England and Wales,Hindu,Male,37,Aged 37 years,White,54
England and Wales,Hindu,Male,37,Aged 37 years,Other ethnic group,344
England and Wales,Hindu,Male,38,Aged 38 years,Does not apply,0
England and Wales,Hindu,Male,38,Aged 38 years,"Asian, Asian British or Asian Welsh",11024
England and Wales,Hindu,Male,38,Aged 38 years,"Black, Black British, Black Welsh, Caribbean or African",14
England and Wales,Hindu,Male,38,Aged 38 years,Mixed or Multiple ethnic groups,51
England and Wales,Hindu,Male,38,Aged 38 years,White,57
England and Wales,Hindu,Male,38,Aged 38 years,Other ethnic group,380
England and Wales,Hindu,Male,39,Aged 39 years,Does not apply,0
England and Wales,Hindu,Male,39,Aged 39 years,"Asian, Asian British or Asian Welsh",11117
England and Wales,Hindu,Male,39,Aged 39 years,"Black, Black British, Black Welsh, Caribbean or African",15
England and Wales,Hindu,Male,39,Aged 39 years,Mixed or Multiple ethnic groups,33
England and Wales,Hindu,Male,39,Aged 39 years,White,58
England and Wales,Hindu,Male,39,Aged 39 years,Other ethnic group,389
England and Wales,Hindu,Male,40,Aged 40 years,Does not apply,0
England and Wales,Hindu,Male,40,Aged 40 years,"Asian, Asian British or Asian Welsh",11324
England and Wales,Hindu,Male,40,Aged 40 years,"Black, Black British, Black Welsh, Caribbean or African",9
England and Wales,Hindu,Male,40,Aged 40 years,Mixed or Multiple ethnic groups,45
England and Wales,Hindu,Male,40,Aged 40 years,White,72
England and Wales,Hindu,Male,40,Aged 40 years,Other ethnic group,423
England and Wales,Hindu,Male,41,Aged 41 years,Does not apply,0
England and Wales,Hindu,Male,41,Aged 41 years,"Asian, Asian British or Asian Welsh",10520
England and Wales,Hindu,Male,41,Aged 41 years,"Black, Black British, Black Welsh, Caribbean or African",17
England and Wales,Hindu,Male,41,Aged 41 years,Mixed or Multiple ethnic groups,37
England and Wales,Hindu,Male,41,Aged 41 years,White,60
England and Wales,Hindu,Male,41,Aged 41 years,Other ethnic group,484
England and Wales,Hindu,Male,42,Aged 42 years,Does not apply,0
England and Wales,Hindu,Male,42,Aged 42 years,"Asian, Asian British or Asian Welsh",10397
England and Wales,Hindu,Male,42,Aged 42 years,"Black, Black British, Black Welsh, Caribbean or African",9
England and Wales,Hindu,Male,42,Aged 42 years,Mixed or Multiple ethnic groups,26
England and Wales,Hindu,Male,42,Aged 42 years,White,49
England and Wales,Hindu,Male,42,Aged 42 years,Other ethnic group,490
England and Wales,Hindu,Male,43,Aged 43 years,Does not apply,0
England and Wales,Hindu,Male,43,Aged 43 years,"Asian, Asian British or Asian Welsh",9674
England and Wales,Hindu,Male,43,Aged 43 years,"Black, Black British, Black Welsh, Caribbean or African",15
England and Wales,Hindu,Male,43,Aged 43 years,Mixed or Multiple ethnic groups,28
England and Wales,Hindu,Male,43,Aged 43 years,White,49
England and Wales,Hindu,Male,43,Aged 43 years,Other ethnic group,479
England and Wales,Hindu,Male,44,Aged 44 years,Does not apply,0
England and Wales,Hindu,Male,44,Aged 44 years,"Asian, Asian British or Asian Welsh",9465
England and Wales,Hindu,Male,44,Aged 44 years,"Black, Black British, Black Welsh, Caribbean or African",18
England and Wales,Hindu,Male,44,Aged 44 years,Mixed or Multiple ethnic groups,29
England and Wales,Hindu,Male,44,Aged 44 years,White,59
England and Wales,Hindu,Male,44,Aged 44 years,Other ethnic group,512
England and Wales,Hindu,Male,45,Aged 45 years,Does not apply,0
England and Wales,Hindu,Male,45,Aged 45 years,"Asian, Asian British or Asian Welsh",8747
England and Wales,Hindu,Male,45,Aged 45 years,"Black, Black British, Black Welsh, Caribbean or African",12
England and Wales,Hindu,Male,45,Aged 45 years,Mixed or Multiple ethnic groups,34
England and Wales,Hindu,Male,45,Aged 45 years,White,73
England and Wales,Hindu,Male,45,Aged 45 years,Other ethnic group,450
England and Wales,Hindu,Male,46,Aged 46 years,Does not apply,0
England and Wales,Hindu,Male,46,Aged 46 years,"Asian, Asian British or Asian Welsh",7874
England and Wales,Hindu,Male,46,Aged 46 years,"Black, Black British, Black Welsh, Caribbean or African",13
England and Wales,Hindu,Male,46,Aged 46 years,Mixed or Multiple ethnic groups,24
England and Wales,Hindu,Male,46,Aged 46 years,White,78
England and Wales,Hindu,Male,46,Aged 46 years,Other ethnic group,417
England and Wales,Hindu,Male,47,Aged 47 years,Does not apply,0
England and Wales,Hindu,Male,47,Aged 47 years,"Asian, Asian British or Asian Welsh",7150
England and Wales,Hindu,Male,47,Aged 47 years,"Black, Black British, Black Welsh, Caribbean or African",13
England and Wales,Hindu,Male,47,Aged 47 years,Mixed or Multiple ethnic groups,28
England and Wales,Hindu,Male,47,Aged 47 years,White,73
England and Wales,Hindu,Male,47,Aged 47 years,Other ethnic group,405
England and Wales,Hindu,Male,48,Aged 48 years,Does not apply,0
England and Wales,Hindu,Male,48,Aged 48 years,"Asian, Asian British or Asian Welsh",6784
England and Wales,Hindu,Male,48,Aged 48 years,"Black, Black British, Black Welsh, Caribbean or African",9
England and Wales,Hindu,Male,48,Aged 48 years,Mixed or Multiple ethnic groups,20
England and Wales,Hindu,Male,48,Aged 48 years,White,68
England and Wales,Hindu,Male,48,Aged 48 years,Other ethnic group,371
England and Wales,Hindu,Male,49,Aged 49 years,Does not apply,0
England and Wales,Hindu,Male,49,Aged 49 years,"Asian, Asian British or Asian Welsh",6369
England and Wales,Hindu,Male,49,Aged 49 years,"Black, Black British, Black Welsh, Caribbean or African",12
England and Wales,Hindu,Male,49,Aged 49 years,Mixed or Multiple ethnic groups,24
England and Wales,Hindu,Male,49,Aged 49 years,White,84
England and Wales,Hindu,Male,49,Aged 49 years,Other ethnic group,409
England and Wales,Hindu,Male,50,Aged 50 years,Does not apply,0
England and Wales,Hindu,Male,50,Aged 50 years,"Asian, Asian British or Asian Welsh",5898
England and Wales,Hindu,Male,50,Aged 50 years,"Black, Black British, Black Welsh, Caribbean or African",14
England and Wales,Hindu,Male,50,Aged 50 years,Mixed or Multiple ethnic groups,22
England and Wales,Hindu,Male,50,Aged 50 years,White,68
England and Wales,Hindu,Male,50,Aged 50 years,Other ethnic group,362
England and Wales,Hindu,Male,51,Aged 51 years,Does not apply,0
England and Wales,Hindu,Male,51,Aged 51 years,"Asian, Asian British or Asian Welsh",5816
England and Wales,Hindu,Male,51,Aged 51 years,"Black, Black British, Black Welsh, Caribbean or African",14
England and Wales,Hindu,Male,51,Aged 51 years,Mixed or Multiple ethnic groups,28
England and Wales,Hindu,Male,51,Aged 51 years,White,67
England and Wales,Hindu,Male,51,Aged 51 years,Other ethnic group,349
England and Wales,Hindu,Male,52,Aged 52 years,Does not apply,0
England and Wales,Hindu,Male,52,Aged 52 years,"Asian, Asian British or Asian Welsh",5406
England and Wales,Hindu,Male,52,Aged 52 years,"Black, Black British, Black Welsh, Caribbean or African",17
England and Wales,Hindu,Male,52,Aged 52 years,Mixed or Multiple ethnic groups,27
England and Wales,Hindu,Male,52,Aged 52 years,White,67
England and Wales,Hindu,Male,52,Aged 52 years,Other ethnic group,432
England and Wales,Hindu,Male,53,Aged 53 years,Does not apply,0
England and Wales,Hindu,Male,53,Aged 53 years,"Asian, Asian British or Asian Welsh",5121
England and Wales,Hindu,Male,53,Aged 53 years,"Black, Black British, Black Welsh, Caribbean or African",17
England and Wales,Hindu,Male,53,Aged 53 years,Mixed or Multiple ethnic groups,16
England and Wales,Hindu,Male,53,Aged 53 years,White,54
England and Wales,Hindu,Male,53,Aged 53 years,Other ethnic group,314
England and Wales,Hindu,Male,54,Aged 54 years,Does not apply,0
England and Wales,Hindu,Male,54,Aged 54 years,"Asian, Asian British or Asian Welsh",4707
England and Wales,Hindu,Male,54,Aged 54 years,"Black, Black British, Black Welsh, Caribbean or African",12
England and Wales,Hindu,Male,54,Aged 54 years,Mixed or Multiple ethnic groups,17
England and Wales,Hindu,Male,54,Aged 54 years,White,66
England and Wales,Hindu,Male,54,Aged 54 years,Other ethnic group,272
England and Wales,Hindu,Male,55,Aged 55 years,Does not apply,0
England and Wales,Hindu,Male,55,Aged 55 years,"Asian, Asian British or Asian Welsh",4585
England and Wales,Hindu,Male,55,Aged 55 years,"Black, Black British, Black Welsh, Caribbean or African",14
England and Wales,Hindu,Male,55,Aged 55 years,Mixed or Multiple ethnic groups,15
England and Wales,Hindu,Male,55,Aged 55 years,White,70
England and Wales,Hindu,Male,55,Aged 55 years,Other ethnic group,329
England and Wales,Hindu,Male,56,Aged 56 years,Does not apply,0
England and Wales,Hindu,Male,56,Aged 56 years,"Asian, Asian British or Asian Welsh",4556
England and Wales,Hindu,Male,56,Aged 56 years,"Black, Black British, Black Welsh, Caribbean or African",9
England and Wales,Hindu,Male,56,Aged 56 years,Mixed or Multiple ethnic groups,20
England and Wales,Hindu,Male,56,Aged 56 years,White,64
England and Wales,Hindu,Male,56,Aged 56 years,Other ethnic group,282
England and Wales,Hindu,Male,57,Aged 57 years,Does not apply,0
England and Wales,Hindu,Male,57,Aged 57 years,"Asian, Asian British or Asian Welsh",4355
England and Wales,Hindu,Male,57,Aged 57 years,"Black, Black British, Black Welsh, Caribbean or African",15
England and Wales,Hindu,Male,57,Aged 57 years,Mixed or Multiple ethnic groups,22
England and Wales,Hindu,Male,57,Aged 57 years,White,64
England and Wales,Hindu,Male,57,Aged 57 years,Other ethnic group,288
England and Wales,Hindu,Male,58,Aged 58 years,Does not apply,0
England and Wales,Hindu,Male,58,Aged 58 years,"Asian, Asian British or Asian Welsh",4380
England and Wales,Hindu,Male,58,Aged 58 years,"Black, Black British, Black Welsh, Caribbean or African",20
England and Wales,Hindu,Male,58,Aged 58 years,Mixed or Multiple ethnic groups,16
England and Wales,Hindu,Male,58,Aged 58 years,White,62
England and Wales,Hindu,Male,58,Aged 58 years,Other ethnic group,276
England and Wales,Hindu,Male,59,Aged 59 years,Does not apply,0
England and Wales,Hindu,Male,59,Aged 59 years,"Asian, Asian British or Asian Welsh",4508
England and Wales,Hindu,Male,59,Aged 59 years,"Black, Black British, Black Welsh, Caribbean or African",36
England and Wales,Hindu,Male,59,Aged 59 years,Mixed or Multiple ethnic groups,14
